Cloud Cover,Date time,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Visibility,Conditions
40,08-03-2020,15.4,62.7,100,22.9,4,"Rain, Partially cloudy"
40,08-04-2020,16.1,63.33,0,23.5,4,Partially cloudy
65,08-05-2020,16.8,67.11,50,23.3,4,"Rain, Partially cloudy"
100,08-06-2020,16.4,64.08,50,23.6,3,"Rain, Overcast"
75,08-07-2020,19.3,85.76,100,22,2.5,"Rain, Partially cloudy"
55,08-08-2020,16.6,64.43,0,23.7,4,Partially cloudy
100,08-09-2020,18.7,77.29,100,22.9,1,"Rain, Overcast"
90,08-10-2020,20,87.84,100,22.3,2,"Rain, Overcast"
100,08-11-2020,22.2,78.66,0,26.2,4,Overcast
75,08-12-2020,18.7,78.58,100,22.7,3,"Rain, Partially cloudy"
100,08/13/2020,21,92.72,100,22.3,2,"Rain, Overcast"
90,08/14/2020,20.2,89.55,100,22,2,"Rain, Overcast"
90,08/15/2020,17.8,78.98,100,21.6,4,"Rain, Overcast"
75,08/16/2020,19.3,83.13,100,22.3,2.5,"Rain, Partially cloudy"
90,08/17/2020,18.7,84.23,100,21.8,2.5,"Rain, Overcast"
100,08/18/2020,19.9,89.06,100,21.9,1.5,"Rain, Overcast"
100,08/19/2020,18.1,80.78,100,21.6,2,"Rain, Overcast"
100,08/20/2020,18.9,83.66,50,21.8,2,"Rain, Overcast"
100,08/21/2020,18.4,86.7,100,20.7,1.5,"Rain, Overcast"
30,08/22/2020,14.2,78.96,0,17.9,4,Partially cloudy
65,08/23/2020,16,66.22,0,22.6,4,Partially cloudy
65,08/24/2020,18.2,79.16,50,22,4,"Rain, Partially cloudy"
65,08/25/2020,16.9,71.35,50,22.5,4,"Rain, Partially cloudy"
100,08/26/2020,19.7,86,100,22.1,1.5,"Rain, Overcast"
90,08/27/2020,17.9,78.39,50,22.2,3,"Rain, Overcast"
65,08/28/2020,17.8,76.54,50,22.3,4,"Rain, Partially cloudy"
40,08/29/2020,17.4,76.71,50,21.9,4,"Rain, Partially cloudy"
40,08/30/2020,16.6,70.8,50,22.2,4,"Rain, Partially cloudy"
100,08/31/2020,18,77.21,100,22.2,2,"Rain, Overcast"
65,09-01-2020,18.3,83.6,100,21.5,3,"Rain, Partially cloudy"
40,09-02-2020,16.8,72.43,0,22,4,Partially cloudy
100,09-03-2020,17.9,78.77,50,21.7,4,"Rain, Overcast"
40,09-04-2020,15.7,67.92,0,21.9,4,Partially cloudy
40,09-05-2020,15.3,64.48,0,22.4,4,Partially cloudy
40,09-06-2020,15.3,65.98,0,21.9,4,Partially cloudy
15,09-07-2020,14.4,62.43,0,21.9,3,Clear
15,09-08-2020,14.5,63.74,0,21.8,4,Clear
15,09-09-2020,13.7,61.12,0,21.5,3,Clear
50,09-10-2020,16.4,58.17,0,25.2,4,Partially cloudy
30,09-11-2020,10.2,58.82,0,18.4,4,Partially cloudy
30,09-12-2020,14.4,63.85,50,21.6,4,"Rain, Partially cloudy"
15,09/13/2020,13.7,61.15,0,21.5,4,Clear
0,09/14/2020,10.2,61.46,0,17.7,4,Clear
15,09/15/2020,13.6,60.34,0,21.7,4,Clear
55,09/16/2020,12.7,59.61,0,20.9,4,Partially cloudy
15,09/17/2020,13.8,61.49,0,21.5,4,Clear
25,09/18/2020,11.1,51.03,0,22,4,Clear
15,09/19/2020,13.4,59.04,0,21.8,4,Clear
15,09/20/2020,13.9,59.34,0,22.2,4,Clear
15,09/21/2020,13.7,57.93,0,22.5,4,Clear
50,09/22/2020,14.1,58.67,0,22.6,4,Partially cloudy
40,09/23/2020,11.6,51.53,50,22.4,4,"Rain, Partially cloudy"
15,09/24/2020,11.3,51.71,0,21.9,4,Clear
15,09/25/2020,10.9,50.71,0,21.8,4,Clear
15,09/26/2020,12.5,57.12,50,21.6,4,Rain
15,09/27/2020,13.1,58.83,0,21.5,4,Clear
0,09/28/2020,8.7,44.25,0,21.4,4,Clear
15,09/29/2020,10.7,50.51,0,21.4,4,Clear
0,09/30/2020,10.2,60.69,0,17.9,4,Clear
15,10-01-2020,11.7,52.67,0,21.8,4,Clear
0,10-02-2020,11.1,51.24,0,21.6,4,Clear
15,10-03-2020,10.4,49.56,0,21.5,4,Clear
0,10-04-2020,9.4,46.65,0,21.4,4,Clear
0,10-05-2020,8.9,55.62,0,17.9,4,Clear
0,10-06-2020,10.4,49.68,0,21.4,4,Clear
0,10-07-2020,6.7,50.36,0,17.1,4,Clear
15,10-08-2020,10.8,52.24,0,20.9,4,Clear
0,10-09-2020,6.9,50.73,0,17.2,4,Clear
0,10-10-2020,10.5,51.26,0,20.9,4,Clear
0,10-11-2020,10.6,51.02,0,21.2,4,Clear
0,10-12-2020,10.7,49.73,0,21.6,4,Clear
30,10/13/2020,10.7,51.34,0,21.1,4,Partially cloudy
0,10/14/2020,10.3,49.81,0,21.2,4,Clear
0,10/15/2020,9.9,49.52,0,21,4,Clear
15,10/16/2020,10.4,51.39,0,20.8,4,Clear
0,10/17/2020,10.4,50.16,0,21.2,4,Clear
0,10/18/2020,6.4,49.02,0,17.2,4,Clear
0,10/19/2020,7.6,45.91,0,19.6,4,Clear
0,10/20/2020,5.7,49.14,0,16.4,4,Clear
0,10/21/2020,8.2,49.34,0,19.2,4,Clear
0,10/22/2020,9.1,51.22,0,19.5,4,Clear
0,10/23/2020,6.7,51.65,0,16.7,4,Clear
0,10/24/2020,7.4,46.61,0,19.1,4,Clear
30,10/25/2020,9,53.2,0,18.8,4,Partially cloudy
0,10/26/2020,7.5,49.23,0,18.4,4,Clear
0,10/27/2020,6.6,46,0,18.5,4,Clear
0,10/28/2020,6.7,46.85,0,18.3,4,Clear
0,10/29/2020,4.1,44.52,0,16.2,4,Clear
0,10/30/2020,4.9,47.38,0,16.1,4,Clear
55,10/31/2020,10,56.61,0,18.8,4,Partially cloudy
15,11-01-2020,7.6,51.43,0,17.8,4,Clear
40,11-02-2020,6.9,48.42,0,17.9,4,Partially cloudy
0,11-03-2020,6.8,48.73,0,17.8,4,Clear
15,11-04-2020,6.8,48.66,0,17.7,4,Clear
15,11-05-2020,6.9,50.41,0,17.3,4,Clear
0,11-06-2020,6,47.84,0,17.1,4,Clear
0,11-07-2020,5.8,48.95,0,16.6,4,Clear
15,11-08-2020,6,48,0,17.1,4,Clear
15,11-09-2020,6.5,50,0,17,4,Clear
30,11-10-2020,6.3,48.68,0,17.2,4,Partially cloudy
0,11-11-2020,7.4,52.83,0,17.1,4,Clear
40,11-12-2020,6.9,53.1,0,16.5,4,Partially cloudy
30,11/13/2020,6.5,50.8,0,16.8,4,Partially cloudy
90,11/14/2020,7.8,55.35,0,16.8,4,Overcast
100,11/15/2020,7.5,64.48,0,14.1,4,Overcast
100,11/16/2020,9.8,93.72,100,10.8,12,"Rain, Overcast"
30,11/17/2020,4.1,57.72,0,12.2,4,Partially cloudy
,11/18/2020,,,,,,
50,11/19/2020,4.6,57.47,0,12.8,4,Partially cloudy
0,11/20/2020,4.3,55.57,0,13,4,Clear
0,11/21/2020,4.8,61.49,0,12.1,4,Clear
50,11/22/2020,3.6,56.15,0,12.2,4,Partially cloudy
90,11/23/2020,7,74.51,0,11.5,4,Overcast
75,11/24/2020,5.5,64.87,0,11.9,4,Partially cloudy
100,11/25/2020,8.3,91.72,100,9.6,3,"Rain, Overcast"
75,11/26/2020,7.1,90.31,50,8.6,3,"Rain, Partially cloudy"
15,11/27/2020,4.5,61.91,0,11.5,4,Clear
0,11/28/2020,3.9,50.9,0,13.9,4,Clear
30,11/29/2020,3.9,52.58,0,13.4,4,Partially cloudy
15,11/30/2020,5.1,53.44,0,14.5,4,Clear
25,12-01-2020,4.3,51,0,14.3,4,Clear
30,12-02-2020,5.8,54.13,0,15,4,Partially cloudy
30,12-03-2020,2.4,46.37,0,13.7,4,Partially cloudy
30,12-04-2020,4.1,56.93,0,12.4,4,Partially cloudy
40,12-05-2020,5.9,57.02,0,14.3,4,Partially cloudy
15,12-06-2020,8.1,65.46,0,14.5,4,Clear
65,12-07-2020,5.1,52.58,0,14.7,4,Partially cloudy
100,12-08-2020,6.5,62.85,0,13.4,4,Overcast
90,12-09-2020,7.8,72.81,50,12.5,3,"Rain, Overcast"
50,12-10-2020,7.4,73.33,50,12,4,"Rain, Partially cloudy"
75,12-11-2020,6.1,66.65,0,12.2,4,Partially cloudy
55,12-12-2020,8.4,77.59,50,10.8,4,"Rain, Partially cloudy"
40,12/13/2020,3.5,60.86,0,10.7,4,Partially cloudy
55,12/14/2020,3.5,62.97,0,10.2,4,Partially cloudy
30,12/15/2020,3.2,64.78,0,9.5,4,Partially cloudy
15,12/16/2020,2.8,66.26,0,8.7,4,Clear
15,12/17/2020,1.5,62.47,0,8.3,4,Clear
15,12/18/2020,0.9,56.31,0,9.2,4,Clear
15,12/19/2020,1,52.42,0,10.4,4,Clear
15,12/20/2020,1.4,55.49,0,9.9,4,Clear
0,12/21/2020,3.2,57.82,0,11.3,4,Clear
0,12/22/2020,3.3,56.22,0,11.8,4,Clear
0,12/23/2020,2.8,54.57,0,11.6,4,Clear
15,12/24/2020,3,56.85,0,11.2,4,Clear
0,12/25/2020,2.3,56.89,0,10.5,4,Clear
0,12/26/2020,1.3,53.88,0,10.4,4,Clear
25,12/27/2020,1.6,54.29,0,10.5,4,Clear
100,12/28/2020,5.9,93.13,50,6.9,4,"Rain, Overcast"
65,12/29/2020,1.5,67.69,0,7.1,4,Partially cloudy
0,12/31/2020,0.7,63.34,0,7.2,4,Clear
30,01-01-2016,10.4,68.5,0,16.2,4,Partially cloudy
0,01-02-2016,7.8,66.58,0,13.9,4,Clear
0,01-03-2016,8.1,68.31,0,13.9,4,Clear
100,01-04-2016,8.9,71.83,0,13.9,4,Overcast
40,01-05-2016,8.2,67.66,0,14.1,4,Partially cloudy
75,01-06-2016,7.9,66.04,0,14.1,4,Partially cloudy
65,01-07-2016,10,74.26,0,14.6,4,Partially cloudy
55,01-08-2016,7.7,65.15,50,14.2,4,"Rain, Partially cloudy"
15,01-09-2016,8.7,68.66,0,14.4,4,Clear
15,01-10-2016,7.5,67.7,0,13.4,4,Clear
25,01-11-2016,7.3,68.44,0,13,4,Clear
0,01-12-2016,8.5,67.17,0,14.6,4,Clear
15,01/13/2016,8.5,66.24,0,14.8,4,Clear
100,01/14/2016,7.8,67.11,0,13.8,4,Overcast
0,01/15/2016,8,63.26,0,15,4,Clear
0,01/16/2016,7.9,69.12,0,13.4,4,Clear
0,01/17/2016,7.8,69.58,0,13.2,4,Clear
50,01/18/2016,7,69.84,0,12.4,4,Partially cloudy
30,01/19/2016,4.9,63.39,0,11.7,4,Partially cloudy
15,01/20/2016,5,65.79,0,11.3,4,Clear
0,01/21/2016,4.8,65.37,0,11,4,Clear
0,01/22/2016,4.9,74.48,0,9.2,4,Clear
0,01/23/2016,4.9,68.19,0,10.6,4,Clear
0,01/24/2016,5.3,68.19,0,11,4,Clear
15,01/25/2016,5,68.02,0,10.7,4,Clear
80,01/26/2016,4.9,60.2,0,12.4,4,Overcast
40,01/27/2016,4.9,61.72,0,12,4,Partially cloudy
30,01/28/2016,5.4,63.43,0,12.1,4,Partially cloudy
100,01/29/2016,6,61,50,13.5,4,"Rain, Overcast"
100,01/30/2016,7.7,71.6,0,12.7,4,Overcast
30,01/31/2016,7.7,69.75,0,13.1,4,Partially cloudy
50,02-01-2016,7.1,62.95,0,14.1,4,Partially cloudy
15,02-02-2016,7.4,67.25,0,13.4,4,Clear
15,02-03-2016,7.9,68.02,0,13.8,4,Clear
0,02-04-2016,7.7,67.12,0,13.7,4,Clear
15,02-05-2016,7,62.38,0,14.1,4,Clear
,02-06-2016,,,,,,
,02-07-2016,,,,,,
30,02-08-2016,7.8,70.71,50,13.2,4,"Rain, Partially cloudy"
15,02-09-2016,7.4,65.05,0,13.9,4,Clear
40,02-10-2016,7.5,63.13,0,14.5,4,Partially cloudy
100,02-11-2016,6.9,61.35,0,14.3,4,Overcast
30,02-12-2016,6.2,64.6,100,12.7,4,"Rain, Partially cloudy"
65,02/13/2016,6.5,60.6,0,14,4,Partially cloudy
15,02/14/2016,7.4,62.41,0,14.5,4,Clear
30,02/15/2016,7.8,63.55,0,14.6,4,Partially cloudy
0,02/16/2016,8.3,64.44,0,14.9,4,Clear
0,02/17/2016,9,65.86,0,15.4,4,Clear
0,02/18/2016,8.1,62.55,0,15.2,4,Clear
100,02/19/2016,8.9,63.95,0,15.7,4,Overcast
100,02/20/2016,12.5,77.28,50,16.6,4,"Rain, Overcast"
0,02/21/2016,12.8,71.5,0,18,4,Clear
15,02/22/2016,11.2,64.94,0,17.9,4,Clear
15,02/23/2016,10.1,61.45,0,17.6,4,Clear
15,02/24/2016,9.9,57.95,0,18.4,4,Clear
25,02/25/2016,9.9,58.57,0,18.1,4,Clear
55,02/26/2016,10.5,61.35,0,18,4,Partially cloudy
30,02/27/2016,11,60.92,0,18.8,4,Partially cloudy
15,02/28/2016,10.5,59.19,0,18.7,4,Clear
50,02/29/2016,10.4,61.03,50,18,4,"Rain, Partially cloudy"
40,03-01-2016,9.2,55.39,0,18.3,4,Partially cloudy
30,03-02-2016,10.6,57.04,0,19.4,4,Partially cloudy
0,03-03-2016,10.2,55.46,0,19.4,4,Clear
15,03-04-2016,10.8,56.28,0,19.8,4,Clear
30,03-05-2016,9.9,57.65,0,18.4,4,Partially cloudy
30,03-06-2016,12.4,71.11,100,17.7,4,"Rain, Partially cloudy"
100,03-07-2016,13.1,73.15,50,18,4,"Rain, Overcast"
0,03-08-2016,11.2,62.47,50,18.6,4,Rain
25,03-09-2016,11.5,59.04,0,19.8,4,Clear
25,03-10-2016,13.5,69.67,0,19.3,4,Clear
100,03-11-2016,19.7,100,100,19.7,4,"Rain, Overcast"
90,03-12-2016,17.1,100,100,17.1,3,"Rain, Overcast"
100,03/13/2016,15.4,100,100,15.4,4,"Rain, Overcast"
100,03/14/2016,13.8,89.17,50,15.7,4,"Rain, Overcast"
0,03/15/2016,10.4,65.52,100,16.9,4,Rain
0,03/16/2016,8.9,63.95,0,15.7,4,Clear
100,03/17/2016,14.5,86.44,50,17,4,"Rain, Overcast"
75,03/18/2016,12.8,78.89,50,17,4,"Rain, Partially cloudy"
75,03/19/2016,12.2,76.71,100,16.3,4,"Rain, Partially cloudy"
15,03/20/2016,11.5,68.94,50,17.4,4,Rain
0,03/21/2016,10.4,59.07,0,18.5,4,Clear
0,03/22/2016,10.9,59.14,0,19.1,4,Clear
,03/23/2016,,,,,,
90,03/24/2016,14.1,65.33,0,20.9,4,Overcast
100,03/25/2016,13.4,66.16,0,19.9,4,Overcast
,03/26/2016,,,,,,
,03/27/2016,,,,,,
0,03/28/2016,13.1,62.9,0,20.4,4,Clear
30,03/29/2016,12.9,60.95,0,20.7,4,Partially cloudy
15,03/30/2016,13.8,58.98,0,22.2,4,Clear
40,03/31/2016,14.6,59.26,0,23,4,Partially cloudy
50,04-01-2016,13.5,60.74,0,21.4,4,Partially cloudy
75,04-02-2016,15.3,62.51,0,22.9,4,Partially cloudy
100,04-03-2016,17.8,61.02,0,25.8,4,Overcast
80,04-04-2016,15.8,60.05,0,24.2,4,Overcast
75,04-05-2016,16.5,65.03,50,23.5,4,"Rain, Partially cloudy"
100,04-06-2016,12.7,52.84,0,23.8,4,Overcast
100,04-07-2016,16.7,58.58,0,25.4,4,Overcast
50,04-08-2016,13.7,57.19,0,22.6,4,Partially cloudy
100,04-09-2016,11.7,51.38,0,22.2,4,Overcast
55,04-10-2016,14.5,61.16,0,22.4,4,Partially cloudy
65,04-11-2016,15,60.59,50,23,3,"Rain, Partially cloudy"
15,04-12-2016,14.7,58.51,0,23.3,4,Clear
15,04/13/2016,14.4,54.58,0,24.1,4,Clear
0,04/14/2016,16.4,60.09,0,24.7,4,Clear
15,04/15/2016,17.9,61.39,0,25.9,4,Clear
25,04/16/2016,16.4,54.73,0,26.3,4,Clear
25,04/17/2016,18,59.79,0,26.5,4,Clear
40,04/18/2016,17.3,56.85,50,26.5,4,"Rain, Partially cloudy"
,04/19/2016,,,,,,
30,04/20/2016,18.8,59.19,50,27.5,4,"Rain, Partially cloudy"
25,04/21/2016,16.3,50.55,0,27.6,4,Clear
80,04/22/2016,18.7,67.25,0,25.2,4,Overcast
50,04/23/2016,17,61.8,50,24.9,4,"Rain, Partially cloudy"
15,04/24/2016,16.8,58.44,0,25.5,4,Clear
55,04/25/2016,15.3,50.95,0,26.3,4,Partially cloudy
0,04/26/2016,16.5,53.42,0,26.8,4,Clear
50,04/27/2016,15.7,50.44,0,26.9,4,Partially cloudy
15,04/28/2016,17.5,55.48,0,27.2,4,Clear
0,04/29/2016,16.6,51.46,0,27.5,4,Clear
0,04/30/2016,16.6,50.25,0,27.9,4,Clear
0,05-01-2016,17.2,49.25,0,28.9,4,Clear
0,05-02-2016,18.9,54.17,0,29.1,4,Clear
100,05-03-2016,18.3,54.43,0,28.4,4,Overcast
65,05-04-2016,18.1,62.7,100,25.8,4,"Rain, Partially cloudy"
90,05-05-2016,17,62.22,50,24.9,4,"Rain, Overcast"
25,05-06-2016,16.9,60.12,50,25.3,4,Rain
30,05-07-2016,17.2,69.42,0,23.1,4,Partially cloudy
75,05-08-2016,17.6,61.3,0,25.8,4,Partially cloudy
65,05-09-2016,18.6,60.7,0,26.9,4,Partially cloudy
75,05-10-2016,19.3,65.42,100,26.3,3,"Rain, Partially cloudy"
65,05-11-2016,18.8,68.34,50,25.1,4,"Rain, Partially cloudy"
25,05-12-2016,18.6,69.49,0,24.6,4,Clear
0,05/13/2016,17.2,58.66,50,26,4,Rain
15,05/14/2016,17.9,55.84,0,27.6,4,Clear
15,05/15/2016,18.5,55.98,0,28.2,4,Clear
15,05/16/2016,18.8,53.01,0,29.4,4,Clear
0,05/17/2016,19.2,59.17,0,27.9,4,Clear
0,05/18/2016,18.9,49.52,0,30.8,4,Clear
0,05/19/2016,20.5,51.15,0,31.9,4,Clear
65,05/20/2016,19.8,54.74,0,29.9,3,Partially cloudy
30,05/21/2016,,,0,13.9,4,Partially cloudy
50,05/22/2016,20.7,52.96,0,31.5,4,Partially cloudy
25,05/23/2016,20.1,59.57,100,28.8,4,Rain
100,05/24/2016,18.9,64.18,50,26.2,4,"Rain, Overcast"
30,05/25/2016,19.4,62.02,0,27.7,4,Partially cloudy
15,05/26/2016,18.6,59.68,0,27.2,4,Clear
0,05/27/2016,13.3,51.21,0,24,4,Clear
50,05/28/2016,18.6,53.38,0,29.2,4,Partially cloudy
30,05/29/2016,18.2,58.81,50,27,4,"Rain, Partially cloudy"
50,05/30/2016,18.6,57.78,0,27.8,4,Partially cloudy
15,05/31/2016,18.5,56.86,0,27.9,4,Clear
0,06-01-2016,18.2,62.52,0,25.8,4,Clear
25,06-02-2016,19.8,56.43,0,29.4,4,Clear
40,06-03-2016,20.6,56.13,0,30.5,4,Partially cloudy
25,06-04-2016,21.4,60.38,50,29.9,4,Rain
50,06-05-2016,20,58.69,50,28.9,4,"Rain, Partially cloudy"
25,06-06-2016,19.4,57.14,0,28.8,4,Clear
40,06-07-2016,19,56.36,0,28.5,4,Partially cloudy
65,06-08-2016,19.8,57.41,50,29.1,4,"Rain, Partially cloudy"
65,06-09-2016,20.3,60.77,50,28.7,4,"Rain, Partially cloudy"
50,06-10-2016,19.9,59.09,50,28.7,4,"Rain, Partially cloudy"
65,06-11-2016,19.3,58.49,0,28.3,4,Partially cloudy
30,06-12-2016,19.7,63.59,0,27.2,4,Partially cloudy
25,06/13/2016,20.5,59.7,0,29.1,4,Clear
75,06/14/2016,21,64.49,50,28.4,4,"Rain, Partially cloudy"
100,06/15/2016,20.9,65.19,100,28,4,"Rain, Overcast"
100,06/16/2016,20.7,57.83,100,29.9,4,"Rain, Overcast"
55,06/17/2016,20.2,62.19,50,28.4,4,"Rain, Partially cloudy"
40,06/18/2016,20.1,61.04,50,28.4,4,"Rain, Partially cloudy"
100,06/19/2016,20.4,73.86,100,25.4,4,"Rain, Overcast"
75,06/20/2016,21,66.49,100,27.9,4,"Rain, Partially cloudy"
90,06/21/2016,20.1,64.75,100,27.4,4,"Rain, Overcast"
100,06/22/2016,20.4,65.62,50,27.6,4,"Rain, Overcast"
40,06/23/2016,20.4,66.93,0,27.3,4,Partially cloudy
80,06/24/2016,19.4,53.98,0,29.7,4,Overcast
80,06/25/2016,19.8,59.82,0,28.4,4,Overcast
80,06/26/2016,20.7,61.28,50,28.9,4,"Rain, Overcast"
100,06/27/2016,24.1,87.1,100,26.6,4,"Rain, Overcast"
65,06/28/2016,20.3,64.11,0,27.8,4,Partially cloudy
25,06/29/2016,21.8,70.09,50,27.8,4,Rain
100,06/30/2016,21.9,71.58,100,27.5,4,"Rain, Overcast"
100,07-01-2016,24.1,84.72,100,26.9,4,"Rain, Overcast"
100,07-02-2016,24.5,91.1,100,26.2,3,"Rain, Overcast"
65,07-03-2016,22.9,88.83,100,25,3,"Rain, Partially cloudy"
65,07-04-2016,21.5,78.34,50,25.6,4,"Rain, Partially cloudy"
90,07-05-2016,22.7,89.26,100,24.7,4,"Rain, Overcast"
100,07-06-2016,24.9,100,100,24.9,4,"Rain, Overcast"
100,07-07-2016,20.2,72.32,0,25.5,4,Overcast
65,07-08-2016,20.9,69.2,0,27.1,4,Partially cloudy
100,07-09-2016,23.2,81.05,50,27.2,4,"Rain, Overcast"
90,07-10-2016,22.2,79.2,50,26.1,4,"Rain, Overcast"
100,07-11-2016,22.9,74.61,0,28.1,4,Overcast
100,07-12-2016,26.4,100,100,26.4,4,"Rain, Overcast"
100,07/13/2016,24.9,100,100,24.9,4,"Rain, Overcast"
100,07/14/2016,26,100,50,26,4,"Rain, Overcast"
100,07/15/2016,25.5,100,100,25.5,3,"Rain, Overcast"
100,07/16/2016,25,100,100,25,3,"Rain, Overcast"
100,07/17/2016,25.1,100,100,25.1,4,"Rain, Overcast"
90,07/18/2016,23.4,93.02,50,24.6,4,"Rain, Overcast"
30,07/19/2016,21,72.93,0,26.4,4,Partially cloudy
65,07/20/2016,21.5,75.88,0,26.1,4,Partially cloudy
100,07/21/2016,22.4,77.66,100,26.6,4,"Rain, Overcast"
,07/22/2016,,,,,,
100,07/23/2016,21.1,75.01,50,25.9,4,"Rain, Overcast"
100,07/24/2016,21.3,76.71,100,25.7,4,"Rain, Overcast"
90,07/25/2016,22.9,85.46,50,25.7,4,"Rain, Overcast"
100,07/26/2016,23.5,84.12,50,26.7,4,"Rain, Overcast"
100,07/27/2016,24.9,100,100,24.9,3,"Rain, Overcast"
55,07/28/2016,20.9,74.41,0,25.8,4,Partially cloudy
100,07/29/2016,21.4,75.69,50,26,4,"Rain, Overcast"
100,07/30/2016,25.4,100,100,25.4,4,"Rain, Overcast"
75,07/31/2016,23.5,91.21,50,25.1,4,"Rain, Partially cloudy"
100,08-01-2016,26,100,100,26,3,"Rain, Overcast"
100,08-02-2016,23.3,90.1,50,25.1,4,"Rain, Overcast"
40,08-03-2016,20.8,75.59,0,25.4,4,Partially cloudy
50,08-04-2016,21.2,80.9,0,24.6,4,Partially cloudy
80,08-05-2016,20.1,74.7,0,24.9,4,Overcast
100,08-06-2016,25.4,100,100,25.4,3,"Rain, Overcast"
,08-07-2016,,,,,,
75,08-08-2016,21.3,73.64,50,26.4,4,"Rain, Partially cloudy"
100,08-09-2016,24.2,100,100,24.2,4,"Rain, Overcast"
75,08-10-2016,22.6,85.52,50,25.4,4,"Rain, Partially cloudy"
100,08-11-2016,24.7,100,100,24.7,3,"Rain, Overcast"
90,08-12-2016,22.1,87,50,24.6,4,"Rain, Overcast"
65,08/13/2016,21.1,78.77,50,25.1,4,"Rain, Partially cloudy"
65,08/14/2016,21,77.61,100,25.2,4,"Rain, Partially cloudy"
75,08/15/2016,21.1,78.11,100,25.2,4,"Rain, Partially cloudy"
75,08/16/2016,22.6,89.26,100,24.6,4,"Rain, Partially cloudy"
55,08/17/2016,21,70.4,0,26.9,4,Partially cloudy
90,08/18/2016,20.5,67.83,50,26.9,4,"Rain, Overcast"
80,08/19/2016,21.2,71.78,0,26.8,4,Overcast
100,08/20/2016,21.6,77.35,100,26,4,"Rain, Overcast"
65,08/21/2016,21.3,75.81,0,25.9,2,Partially cloudy
55,08/22/2016,21.3,72.63,0,26.7,4,Partially cloudy
50,08/23/2016,21.3,72.62,0,26.6,4,Partially cloudy
100,08/24/2016,21.7,76.3,0,26.2,4,Overcast
90,08/25/2016,21.2,74.31,50,26.1,4,"Rain, Overcast"
65,08/26/2016,21.5,71.66,0,27.1,4,Partially cloudy
100,08/27/2016,24.7,100,100,24.7,4,"Rain, Overcast"
65,08/28/2016,22.4,82.49,50,26,4,"Rain, Partially cloudy"
100,08/29/2016,20.9,73.68,0,25.9,4,Overcast
100,08/30/2016,21.9,68.68,100,28.2,4,"Rain, Overcast"
30,08/31/2016,18.1,70.01,0,23.9,4,Partially cloudy
75,09-01-2016,20.3,70.12,0,26.3,4,Partially cloudy
0,09-02-2016,19.4,74.58,0,24.2,4,Clear
100,09-03-2016,19.9,66.31,0,26.7,4,Overcast
90,09-04-2016,20,68.57,50,26.3,4,"Rain, Overcast"
30,09-05-2016,20.7,77.52,0,24.9,4,Partially cloudy
30,09-06-2016,20.6,73.84,50,25.8,3,"Rain, Partially cloudy"
30,09-07-2016,19.4,74.58,0,24.2,4,Partially cloudy
40,09-08-2016,19.9,66.58,50,26.7,4,"Rain, Partially cloudy"
65,09-09-2016,22.9,85.79,50,25.7,4,"Rain, Partially cloudy"
50,09-10-2016,21.4,70.62,0,27.2,4,Partially cloudy
100,09-11-2016,21.2,69.76,100,27.2,4,"Rain, Overcast"
50,09-12-2016,20.7,68.05,0,27,4,Partially cloudy
50,09/13/2016,20.1,67.14,100,26.7,4,"Rain, Partially cloudy"
90,09/14/2016,19.1,69.97,50,25,4,"Rain, Overcast"
,09/15/2016,,,,,,
25,09/16/2016,18.8,68.1,0,25.1,4,Clear
25,09/17/2016,18.2,64.42,0,25.4,4,Clear
25,09/18/2016,18.5,64.37,0,25.8,4,Clear
50,09/19/2016,17.9,57.51,50,26.9,4,"Rain, Partially cloudy"
55,09/20/2016,19.4,67.46,100,26,4,"Rain, Partially cloudy"
25,09/21/2016,20.1,69.82,100,26.1,4,Rain
75,09/22/2016,20.4,71.48,50,26,4,"Rain, Partially cloudy"
30,09/23/2016,17.9,64.36,0,25.3,4,Partially cloudy
15,09/24/2016,17.3,62.29,0,25.2,4,Clear
25,09/25/2016,18.9,69.12,100,24.9,4,Rain
65,09/26/2016,18.2,65.31,0,25.2,4,Partially cloudy
25,09/27/2016,18,67.26,50,24.5,4,Rain
65,09/28/2016,17.3,63.03,50,24.9,4,"Rain, Partially cloudy"
65,09/29/2016,17.8,67.29,0,24.3,4,Partially cloudy
65,09/30/2016,17.8,66.56,0,24.5,4,Partially cloudy
65,10-01-2016,18,65.79,50,24.9,4,"Rain, Partially cloudy"
100,10-02-2016,19.6,66.25,100,26.4,4,"Rain, Overcast"
50,10-03-2016,18,65.42,50,25,4,"Rain, Partially cloudy"
0,10-04-2016,18.1,70.01,0,23.9,4,Clear
25,10-05-2016,19,68.36,0,25.3,4,Clear
30,10-06-2016,17.9,60.27,0,26.2,4,Partially cloudy
15,10-07-2016,17.8,63.67,0,25.3,4,Clear
30,10-08-2016,17.8,66.13,0,24.6,4,Partially cloudy
30,10-09-2016,17.2,58.01,0,26.1,4,Partially cloudy
0,10-10-2016,16.5,61.7,0,24.4,4,Clear
15,10-11-2016,17,64.01,0,24.3,4,Clear
15,10-12-2016,19,74.75,0,23.8,4,Clear
0,10/13/2016,15.4,64.58,0,22.4,4,Clear
0,10/14/2016,15.9,64.69,0,22.9,4,Clear
15,10/15/2016,15.6,59.48,0,24,4,Clear
5,10/16/2016,16.8,66.49,0,23.4,3,Clear
